dataset,shot,seed,qnn_label,true_class_id,true_class_name,pred_class_id,pred_class_name,baseline_count,qnn_count,delta_count
indian_pines,10,4,Spectral QNN + SupCon,1,Corn-notill,15,Stone-Steel-Towers,78,36,-42
indian_pines,10,4,Spectral QNN + SupCon,2,Corn-mintill,1,Corn-notill,15,3,-12
indian_pines,10,4,Spectral QNN + SupCon,2,Corn-mintill,3,Corn,64,75,11
indian_pines,10,4,Spectral QNN + SupCon,2,Corn-mintill,4,Grass-pasture,16,21,5
indian_pines,10,4,Spectral QNN + SupCon,2,Corn-mintill,8,Oats,38,18,-20
indian_pines,10,4,Spectral QNN + SupCon,2,Corn-mintill,9,Soybean-notill,2,1,-1
indian_pines,10,4,Spectral QNN + SupCon,2,Corn-mintill,12,Wheat,68,90,22
indian_pines,10,4,Spectral QNN + SupCon,3,Corn,5,Grass-trees,6,3,-3
indian_pines,10,4,Spectral QNN + SupCon,4,Grass-pasture,2,Corn-mintill,34,26,-8
indian_pines,10,4,Spectral QNN + SupCon,4,Grass-pasture,3,Corn,0,1,1
indian_pines,10,4,Spectral QNN + SupCon,4,Grass-pasture,6,Grass-pasture-mowed,26,29,3
indian_pines,10,4,Spectral QNN + SupCon,4,Grass-pasture,8,Oats,7,6,-1
indian_pines,10,4,Spectral QNN + SupCon,4,Grass-pasture,12,Wheat,0,6,6
indian_pines,10,4,Spectral QNN + SupCon,4,Grass-pasture,13,Woods,0,3,3
indian_pines,10,4,Spectral QNN + SupCon,4,Grass-pasture,14,Buildings-Grass-Trees-Drives,0,1,1
indian_pines,10,4,Spectral QNN + SupCon,5,Grass-trees,1,Corn-notill,5,3,-2
indian_pines,10,4,Spectral QNN + SupCon,5,Grass-trees,3,Corn,0,1,1
indian_pines,10,4,Spectral QNN + SupCon,5,Grass-trees,8,Oats,43,40,-3
indian_pines,10,4,Spectral QNN + SupCon,5,Grass-trees,10,Soybean-mintill,13,7,-6
indian_pines,10,4,Spectral QNN + SupCon,9,Soybean-notill,0,Alfalfa,28,36,8
indian_pines,10,4,Spectral QNN + SupCon,9,Soybean-notill,1,Corn-notill,73,60,-13
indian_pines,10,4,Spectral QNN + SupCon,9,Soybean-notill,2,Corn-mintill,142,133,-9
indian_pines,10,4,Spectral QNN + SupCon,9,Soybean-notill,10,Soybean-mintill,0,3,3
indian_pines,10,4,Spectral QNN + SupCon,9,Soybean-notill,11,Soybean-clean,17,27,10
indian_pines,10,4,Spectral QNN + SupCon,9,Soybean-notill,13,Woods,11,11,0
indian_pines,10,4,Spectral QNN + SupCon,9,Soybean-notill,14,Buildings-Grass-Trees-Drives,8,8,0
indian_pines,10,4,Spectral QNN + SupCon,10,Soybean-mintill,1,Corn-notill,164,87,-77
indian_pines,10,4,Spectral QNN + SupCon,10,Soybean-mintill,2,Corn-mintill,28,0,-28
indian_pines,10,4,Spectral QNN + SupCon,10,Soybean-mintill,4,Grass-pasture,22,25,3
indian_pines,10,4,Spectral QNN + SupCon,10,Soybean-mintill,5,Grass-trees,85,96,11
indian_pines,10,4,Spectral QNN + SupCon,10,Soybean-mintill,7,Hay-windrowed,46,75,29
indian_pines,10,4,Spectral QNN + SupCon,10,Soybean-mintill,8,Oats,3,5,2
indian_pines,10,4,Spectral QNN + SupCon,10,Soybean-mintill,9,Soybean-notill,30,12,-18
indian_pines,10,4,Spectral QNN + SupCon,10,Soybean-mintill,13,Woods,9,9,0
indian_pines,10,4,Spectral QNN + SupCon,10,Soybean-mintill,14,Buildings-Grass-Trees-Drives,71,88,17
indian_pines,10,4,Spectral QNN + SupCon,11,Soybean-clean,0,Alfalfa,0,1,1
indian_pines,10,4,Spectral QNN + SupCon,11,Soybean-clean,1,Corn-notill,27,18,-9
indian_pines,10,4,Spectral QNN + SupCon,11,Soybean-clean,2,Corn-mintill,24,64,40
indian_pines,10,4,Spectral QNN + SupCon,11,Soybean-clean,3,Corn,8,17,9
indian_pines,10,4,Spectral QNN + SupCon,11,Soybean-clean,5,Grass-trees,19,13,-6
indian_pines,10,4,Spectral QNN + SupCon,11,Soybean-clean,8,Oats,1,0,-1
indian_pines,10,4,Spectral QNN + SupCon,11,Soybean-clean,9,Soybean-notill,24,0,-24
indian_pines,10,4,Spectral QNN + SupCon,11,Soybean-clean,14,Buildings-Grass-Trees-Drives,15,21,6
indian_pines,10,4,Spectral QNN + SupCon,11,Soybean-clean,15,Stone-Steel-Towers,97,57,-40
indian_pines,10,4,Spectral QNN + SupCon,12,Wheat,2,Corn-mintill,6,1,-5
indian_pines,10,4,Spectral QNN + SupCon,12,Wheat,4,Grass-pasture,4,1,-3
indian_pines,10,4,Spectral QNN + SupCon,13,Woods,2,Corn-mintill,28,10,-18
indian_pines,10,4,Spectral QNN + SupCon,13,Woods,7,Hay-windrowed,3,5,2
indian_pines,10,4,Spectral QNN + SupCon,13,Woods,9,Soybean-notill,3,2,-1
indian_pines,10,4,Spectral QNN + SupCon,13,Woods,10,Soybean-mintill,29,49,20
indian_pines,10,4,Spectral QNN + SupCon,13,Woods,14,Buildings-Grass-Trees-Drives,5,29,24
